SEASON_YEAR;LEAGUE;DIV;SEASON TYPE;TEAM;ID;GP;MP;PT;DR;OR;RB;AS;ST;BS;TO;PF;EF;MPG;PPG;DRPG;ORPG;RPG;APG;SPG;BPG;TOPG;PFPG;EFPG;2PM;2PA;2P%;3PM;3PA;3P%;FGM;FGA;FG%;FTM;FTA;FT%;OPP_PPG;OPP_RPG;OPP_APG;OPP_SPG;OPP_BPG;OPP_2P%;OPP_3P%;OPP_FG%;OPP_FT%;WINS;PACE;PER;PIE;ORTG;DRTG;NRTG;TS%;PPP;AS_TO;EFG%;TOV%;ORB%;FT_RATE;OPP_EFG%;OPP_TOV%;OPP_ORB%;OPP_FT_RATE
20232024;NBBL;NBBL B;PLAY-DOWN;USC Heidelberg;20232024_NBBL_NBBL B_PLAY-DOWN_USC Heidelberg;7;1425;578;177;94;271;111;86;18;124;145;554;203.6;83;25.3;13;39;15.9;12;3;17.7;21;79;152;308;49.4;57;216;26.4;209;524;39.9;103;174;59.2;75.9;42.7;14.9;11.0;3.1;47.8;26.5;40.5;66.2;3.0;84.9;16.0;51.0;95.6;87.8;7.8;;;;;;;;;;;
20232024;NBBL;NBBL B;PLAY-DOWN;Würzburg Baskets Akademie;20232024_NBBL_NBBL B_PLAY-DOWN_Würzburg Baskets Akademie;6;1200;520;185;74;259;113;53;20;117;97;589;200.0;87;30.8;12;43;18.8;9;3;19.5;16;98;145;286;50.7;41;115;35.7;186;401;46.4;107;151;70.9;73.0;35.8;15.5;11.5;3.8;43.5;27.1;37.1;61.1;6.0;82.8;19.5;64.7;104.7;88.2;16.5;;;;;;;;;;;
20232024;NBBL;NBBL B;REGULAR SEASON;ART Giants Düsseldorf;20232024_NBBL_NBBL B_REGULAR SEASON_ART Giants Düsseldorf;9;1800;622;177;101;278;116;63;27;164;211;515;200.0;69;19.7;11;31;12.9;7;3;18.2;23;57;159;346;46.0;62;236;26.3;221;582;38.0;118;184;64.1;86.8;37.3;16.3;8.3;3.8;57.5;28.9;48.5;65.7;2.0;77.8;11.7;28.8;88.8;111.5;-22.7;;;;;;;;;;;
20232024;NBBL;NBBL B;REGULAR SEASON;Basketball Löwen Erfurt;20232024_NBBL_NBBL B_REGULAR SEASON_Basketball Löwen Erfurt;11;2200;835;301;131;432;177;119;49;253;195;808;200.0;76;27.4;12;39;16.1;11;4;23.0;18;73;199;464;42.9;82;280;29.3;281;744;37.8;191;279;68.5;86.3;44.1;18.8;12.2;3.6;52.8;23.5;42.4;62.1;2.0;87.9;13.2;43.1;86.3;98.1;-11.8;;;;;;;;;;;
20232024;NBBL;NBBL B;REGULAR SEASON;BBA Giants Kornwestheim;20232024_NBBL_NBBL B_REGULAR SEASON_BBA Giants Kornwestheim;10;2000;681;210;137;347;123;112;24;222;170;598;200.0;68;21.0;14;35;12.3;11;2;22.2;17;60;162;334;48.5;76;282;27.0;238;616;38.6;129;218;59.2;75.0;29.9;17.2;12.6;3.2;57.3;26.4;48.9;60.7;3.0;77.0;12.7;38.2;88.4;97.4;-9.0;;;;;;;;;;;
20232024;NBBL;NBBL B;REGULAR SEASON;BBA Hagen;20232024_NBBL_NBBL B_REGULAR SEASON_BBA Hagen;8;1600;540;174;113;287;86;63;16;150;158;431;200.0;68;21.8;14;36;10.8;8;2;18.8;20;54;159;376;42.3;36;157;22.9;195;533;36.6;114;187;61.0;82.5;42.8;16.0;11.4;2.6;54.3;28.5;41.5;67.2;2.0;78.8;11.0;31.6;85.6;104.7;-19.0;;;;;;;;;;;
20232024;NBBL;NBBL B;REGULAR SEASON;Berlin Braves Baskets;20232024_NBBL_NBBL B_REGULAR SEASON_Berlin Braves Baskets;13;2600;1008;317;146;463;226;176;35;205;224;1088;200.0;78;24.4;11;36;17.4;14;3;15.8;17;84;320;650;49.2;69;280;24.6;389;930;41.8;161;235;68.5;70.3;37.3;12.5;8.4;3.4;46.1;28.6;39.0;67.5;9.0;81.1;17.0;61.1;95.6;86.6;8.9;;;;;;;;;;;
20232024;NBBL;NBBL B;REGULAR SEASON;Dresden Titans;20232024_NBBL_NBBL B_REGULAR SEASON_Dresden Titans;10;2000;622;225;128;353;118;79;38;237;187;508;200.0;62;22.5;13;35;11.8;8;4;23.7;19;51;176;362;48.6;48;236;20.3;224;598;37.5;126;217;58.1;78.0;34.2;14.5;13.8;2.7;45.9;33.7;42.1;70.8;1.0;78.3;9.7;30.2;79.5;99.7;-20.2;;;;;;;;;;;
20232024;NBBL;NBBL B;REGULAR SEASON;Eintracht Frankfurt;20232024_NBBL_NBBL B_REGULAR SEASON_Eintracht Frankfurt;13;2625;1049;346;190;536;191;164;32;228;238;1102;201.9;81;26.6;15;41;14.7;13;2;17.5;18;85;288;555;51.9;98;359;27.3;386;914;42.2;179;293;61.1;64.8;35.5;11.9;8.0;2.9;43.5;28.1;38.0;58.7;11.0;79.5;17.4;66.9;100.6;80.8;19.8;;;;;;;;;;;
20232024;NBBL;NBBL B;REGULAR SEASON;HAKRO Merlins Crailsheim;20232024_NBBL_NBBL B_REGULAR SEASON_HAKRO Merlins Crailsheim;10;2000;556;234;81;315;130;117;25;269;159;467;200.0;56;23.4;8;32;13.0;12;3;26.9;16;47;165;364;45.3;35;177;19.8;200;541;37.0;121;187;64.7;78.3;39.5;17.4;14.1;3.2;52.3;27.1;40.0;64.8;0.0;80.5;8.2;31.4;69.0;97.2;-28.2;;;;;;;;;;;
20232024;NBBL;NBBL B;REGULAR SEASON;Metropol Baskets Ruhr;20232024_NBBL_NBBL B_REGULAR SEASON_Metropol Baskets Ruhr;8;1600;706;197;107;304;153;86;35;171;180;773;200.0;88;24.6;13;38;19.1;11;4;21.4;23;97;238;394;60.4;41;172;23.8;279;566;49.3;107;160;66.9;79.8;31.6;11.4;9.9;2.6;47.6;28.1;41.1;73.1;5.0;84.4;18.1;61.5;104.6;94.5;10.1;;;;;;;;;;;
20232024;NBBL;NBBL B;REGULAR SEASON;Orange Academy;20232024_NBBL_NBBL B_REGULAR SEASON_Orange Academy;9;1800;623;231;107;338;133;81;65;169;154;655;200.0;69;25.7;12;38;14.8;9;7;18.8;17;73;201;416;48.3;40;166;24.1;241;582;41.4;101;176;57.4;67.3;41.6;13.4;10.9;2.1;43.7;21.3;35.2;61.6;5.0;78.1;14.5;56.0;88.7;86.3;2.4;;;;;;;;;;;
20232024;NBBL;NBBL B;REGULAR SEASON;Phoenix Hagen;20232024_NBBL_NBBL B_REGULAR SEASON_Phoenix Hagen;9;1825;639;211;79;290;88;61;26;163;161;543;202.8;71;23.4;9;32;9.8;7;3;18.1;18;60;186;374;49.7;46;200;23.0;232;574;40.4;129;185;69.7;82.7;45.4;17.0;8.8;2.8;49.6;21.1;41.1;69.2;3.0;79.0;11.9;38.8;88.6;103.2;-14.6;;;;;;;;;;;
20232024;NBBL;NBBL B;REGULAR SEASON;ratiopharm Ulm;20232024_NBBL_NBBL B_REGULAR SEASON_ratiopharm Ulm;11;2200;954;266;156;422;195;146;42;175;206;1086;200.0;87;24.2;14;38;17.7;13;4;15.9;19;99;298;530;56.2;69;263;26.2;367;793;46.3;151;223;67.7;68.9;33.5;14.5;9.5;3.1;47.4;27.9;39.9;61.0;9.0;80.0;20.5;65.2;108.5;86.2;22.3;;;;;;;;;;;
20232024;NBBL;NBBL B;REGULAR SEASON;RheinStars Köln;20232024_NBBL_NBBL B_REGULAR SEASON_RheinStars Köln;10;2025;820;244;140;384;175;86;26;150;189;871;202.5;82;24.4;14;38;17.5;9;3;15.0;19;87;204;419;48.7;86;273;31.5;290;692;41.9;154;222;69.4;70.9;33.7;14.4;7.7;3.1;48.3;25.9;40.1;63.5;9.0;76.7;18.5;60.1;105.6;91.3;14.3;;;;;;;;;;;
20232024;NBBL;NBBL B;REGULAR SEASON;Rostock Seawolves;20232024_NBBL_NBBL B_REGULAR SEASON_Rostock Seawolves;10;2000;776;239;113;352;134;80;20;197;187;697;200.0;78;23.9;11;35;13.4;8;2;19.7;19;70;179;369;48.5;101;325;31.1;280;694;40.3;115;169;68.0;87.0;40.4;17.7;11.8;3.9;55.3;29.1;43.7;65.2;4.0;82.8;13.5;38.9;93.8;105.1;-11.4;;;;;;;;;;;
20232024;NBBL;NBBL B;REGULAR SEASON;Sartorius Juniors;20232024_NBBL_NBBL B_REGULAR SEASON_Sartorius Juniors;11;2225;1009;283;168;451;209;126;29;185;220;1108;202.3;92;25.7;15;41;19.0;11;3;16.8;20;101;254;479;53.0;103;331;31.1;357;810;44.1;192;270;71.1;71.0;31.0;12.5;9.1;2.4;50.1;23.8;40.4;66.2;10.0;81.1;20.4;67.6;111.9;86.6;25.3;;;;;;;;;;;
20232024;NBBL;NBBL B;REGULAR SEASON;SG Junior Löwen Braunschweig;20232024_NBBL_NBBL B_REGULAR SEASON_SG Junior Löwen Braunschweig;10;2025;804;241;113;354;130;108;39;188;190;813;202.5;80;24.1;11;35;13.0;11;4;18.8;19;81;268;494;54.3;55;203;27.1;323;697;46.3;103;163;63.2;74.5;33.8;13.6;9.3;3.8;48.4;28.6;41.3;67.7;6.0;79.8;16.1;55.2;99.5;92.2;7.3;;;;;;;;;;;
20232024;NBBL;NBBL B;REGULAR SEASON;Team Bonn/Rhöndorf;20232024_NBBL_NBBL B_REGULAR SEASON_Team Bonn/Rhöndorf;13;2600;1122;334;177;511;171;137;38;243;298;1125;200.0;86;25.7;14;39;13.2;11;3;18.7;23;87;303;555;54.6;91;346;26.3;394;901;43.7;243;347;70.0;71.7;29.8;11.9;7.0;2.5;47.4;25.0;39.9;66.0;8.0;82.2;17.1;64.6;105.0;87.3;17.8;;;;;;;;;;;
20232024;NBBL;NBBL B;REGULAR SEASON;Team Südhessen;20232024_NBBL_NBBL B_REGULAR SEASON_Team Südhessen;10;2000;700;219;92;311;121;127;26;197;204;609;200.0;70;21.9;9;31;12.1;13;3;19.7;20;61;232;486;47.7;47;199;23.6;279;685;40.7;95;168;56.5;78.8;40.2;15.2;10.2;2.9;53.1;30.0;44.4;63.3;2.0;83.3;11.8;38.4;84.0;94.6;-10.6;;;;;;;;;;;
20232024;NBBL;NBBL B;REGULAR SEASON;TG Hanau;20232024_NBBL_NBBL B_REGULAR SEASON_TG Hanau;10;2000;702;215;101;316;116;76;25;196;190;584;200.0;70;21.5;10;32;11.6;8;3;19.6;19;58;212;438;48.4;54;204;26.5;266;642;41.4;116;195;59.5;87.8;38.6;12.6;11.0;2.7;55.0;32.1;47.1;59.4;3.0;79.8;11.7;34.0;87.9;110.0;-22.0;;;;;;;;;;;
20232024;NBBL;NBBL B;REGULAR SEASON;Tornados Franken;20232024_NBBL_NBBL B_REGULAR SEASON_Tornados Franken;13;2625;1115;310;187;497;234;153;34;240;238;1169;201.9;86;23.8;14;38;18.0;12;3;18.5;18;90;305;545;56.0;110;392;28.1;415;937;44.3;175;277;63.2;75.8;36.2;13.2;7.8;2.5;50.9;25.6;42.4;66.1;10.0;82.2;18.1;59.3;103.3;91.3;12.0;;;;;;;;;;;
20232024;NBBL;NBBL B;REGULAR SEASON;TS Jahn München;20232024_NBBL_NBBL B_REGULAR SEASON_TS Jahn München;10;2000;689;236;127;363;154;118;25;184;174;670;200.0;69;23.6;13;36;15.4;12;3;18.4;17;67;159;361;44.0;85;302;28.1;244;663;36.8;116;192;60.4;67.2;38.9;14.1;9.8;4.8;48.7;24.7;39.2;61.5;6.0;77.3;14.2;50.2;89.2;87.0;2.2;;;;;;;;;;;
20232024;NBBL;NBBL B;REGULAR SEASON;USC Heidelberg;20232024_NBBL_NBBL B_REGULAR SEASON_USC Heidelberg;10;2000;792;252;131;383;126;111;24;210;200;743;200.0;79;25.2;13;38;12.6;11;2;21.0;20;74;213;437;48.7;78;262;29.8;291;699;41.6;132;207;63.8;80.4;38.7;17.3;12.4;2.5;52.4;27.6;44.1;57.0;3.0;85.4;14.0;46.1;92.8;94.2;-1.4;;;;;;;;;;;
20232024;NBBL;NBBL B;REGULAR SEASON;VfL Kirchheim Knights;20232024_NBBL_NBBL B_REGULAR SEASON_VfL Kirchheim Knights;14;2800;1029;342;176;518;245;111;38;246;261;1052;200.0;74;24.4;13;37;17.5;8;3;17.6;19;75;283;579;48.9;110;374;29.4;393;953;41.2;133;216;61.6;73.1;34.9;16.0;10.1;3.6;47.8;29.5;41.1;63.3;7.0;76.3;15.5;48.6;96.4;95.8;0.6;;;;;;;;;;;
20232024;NBBL;NBBL B;REGULAR SEASON;Würzburg Baskets Akademie;20232024_NBBL_NBBL B_REGULAR SEASON_Würzburg Baskets Akademie;10;2000;843;273;127;400;151;69;33;226;191;848;200.0;84;27.3;13;40;15.1;7;3;22.6;19;85;252;460;54.8;58;186;31.2;310;646;48.0;165;251;65.7;84.3;32.6;14.9;13.6;2.6;52.8;25.0;43.0;65.8;6.0;83.4;15.9;52.7;101.1;101.1;0.0;;;;;;;;;;;
20232024;NBBL;NBBL B;SEASON;ART Giants Düsseldorf;20232024_NBBL_NBBL B_SEASON_ART Giants Düsseldorf;14;2800;920;292;163;455;186;109;37;256;323;769;200.0;66;20.9;12;33;13.3;8;3;18.3;23;55;246;572;43.0;87;337;25.8;333;909;36.6;167;273;61.2;79.9;39.5;15.6;8.2;3.3;53.8;25.4;43.6;67.2;3.0;77.4;10.8;30.4;84.9;103.2;-18.4;;;;;;;;;;;
20232024;NBBL;NBBL B;SEASON;Basketball Löwen Erfurt;20232024_NBBL_NBBL B_SEASON_Basketball Löwen Erfurt;17;3400;1230;463;214;677;286;173;60;370;282;1204;200.0;72;27.2;13;40;16.8;10;4;21.8;17;71;296;681;43.5;117;451;25.9;413;1132;36.5;287;420;68.3;78.5;42.3;18.1;11.9;3.8;50.8;23.0;41.2;61.8;6.0;84.7;12.9;45.9;85.5;92.7;-7.2;;;;;;;;;;;
20232024;NBBL;NBBL B;SEASON;BBA Giants Kornwestheim;20232024_NBBL_NBBL B_SEASON_BBA Giants Kornwestheim;17;3425;1176;370;238;608;217;193;39;356;322;1051;201.5;69;21.8;14;36;12.8;11;2;20.9;19;62;275;583;47.2;137;505;27.1;412;1088;37.9;215;365;58.9;76.0;32.4;16.1;11.8;3.0;55.2;26.3;47.3;63.0;6.0;77.4;12.7;38.8;88.7;97.4;-8.7;;;;;;;;;;;
20232024;NBBL;NBBL B;SEASON;BBA Hagen;20232024_NBBL_NBBL B_SEASON_BBA Hagen;14;2800;1004;348;215;563;169;99;33;228;274;885;200.0;72;24.9;15;40;12.1;7;2;16.3;20;63;293;678;43.2;67;297;22.6;360;975;36.9;217;357;60.8;81.4;40.2;16.2;8.6;2.9;50.8;30.3;40.4;59.7;5.0;78.5;12.7;40.5;91.3;103.6;-12.3;;;;;;;;;;;
20232024;NBBL;NBBL B;SEASON;Berlin Braves Baskets;20232024_NBBL_NBBL B_SEASON_Berlin Braves Baskets;16;3200;1226;376;170;546;267;206;46;269;275;1297;200.0;77;23.5;11;34;16.7;13;3;16.8;17;81;380;767;49.5;85;331;25.7;465;1098;42.3;211;303;69.6;72.2;37.3;12.8;9.6;3.2;47.2;29.2;39.7;69.3;10.0;80.5;16.3;58.0;95.1;89.6;5.5;;;;;;;;;;;
20232024;NBBL;NBBL B;SEASON;Dresden Titans;20232024_NBBL_NBBL B_SEASON_Dresden Titans;15;3000;973;371;212;583;210;116;59;310;257;892;200.0;65;24.7;14;39;14.0;8;4;20.7;17;59;252;560;45.0;91;393;23.2;343;953;36.0;196;325;60.3;73.9;34.4;14.9;11.9;3.5;44.6;32.7;40.9;70.2;4.0;77.2;11.6;39.7;84.0;95.7;-11.7;;;;;;;;;;;
20232024;NBBL;NBBL B;SEASON;Eintracht Frankfurt;20232024_NBBL_NBBL B_SEASON_Eintracht Frankfurt;15;3025;1185;384;211;595;211;178;36;254;280;1218;201.7;79;25.6;14;40;14.1;12;2;16.9;19;81;325;627;51.8;111;412;26.9;436;1039;42.0;202;332;60.8;67.0;35.0;11.6;7.5;2.8;44.4;29.3;39.0;61.2;11.0;78.3;16.7;63.1;100.0;84.8;15.2;;;;;;;;;;;
20232024;NBBL;NBBL B;SEASON;HAKRO Merlins Crailsheim;20232024_NBBL_NBBL B_SEASON_HAKRO Merlins Crailsheim;17;3400;1084;427;183;610;220;177;51;440;324;928;200.0;64;25.1;11;36;12.9;10;3;25.9;19;55;307;667;46.0;83;368;22.6;390;1035;37.7;221;350;63.1;81.3;38.9;16.1;13.2;3.5;49.9;28.1;41.0;62.2;2.0;83.8;9.3;34.8;76.1;97.0;-20.9;;;;;;;;;;;
20232024;NBBL;NBBL B;SEASON;Metropol Baskets Ruhr;20232024_NBBL_NBBL B_SEASON_Metropol Baskets Ruhr;16;3200;1346;427;199;626;320;196;89;319;335;1538;200.0;84;26.7;12;39;20.0;12;6;19.9;21;96;451;790;57.1;90;359;25.1;541;1149;47.1;174;286;60.8;75.9;36.5;13.9;10.0;2.8;45.2;26.4;38.2;68.4;10.0;84.6;17.7;60.7;99.4;89.8;9.7;;;;;;;;;;;
20232024;NBBL;NBBL B;SEASON;Orange Academy;20232024_NBBL_NBBL B_SEASON_Orange Academy;16;3200;1176;438;174;612;239;125;101;282;290;1232;200.0;74;27.4;11;38;14.9;8;6;17.6;18;77;359;745;48.2;82;310;26.5;441;1055;41.8;212;337;62.9;73.5;42.6;14.0;9.9;2.4;43.3;25.3;37.0;61.9;9.0;79.9;14.7;53.9;92.0;92.0;0.0;;;;;;;;;;;
20232024;NBBL;NBBL B;SEASON;Phoenix Hagen;20232024_NBBL_NBBL B_SEASON_Phoenix Hagen;14;2850;1020;364;122;486;164;118;38;245;239;941;203.6;73;26.0;9;35;11.7;8;3;17.5;17;67;281;582;48.3;92;343;26.8;373;925;40.3;182;270;67.4;77.6;46.3;16.4;8.6;3.1;47.2;20.8;38.2;68.6;5.0;80.2;12.9;46.6;89.3;95.1;-5.8;;;;;;;;;;;
20232024;NBBL;NBBL B;SEASON;ratiopharm Ulm;20232024_NBBL_NBBL B_SEASON_ratiopharm Ulm;11;2200;954;266;156;422;195;146;42;175;206;1086;200.0;87;24.2;14;38;17.7;13;4;15.9;19;99;298;530;56.2;69;263;26.2;367;793;46.3;151;223;67.7;68.9;33.5;14.5;9.5;3.1;47.4;27.9;39.9;61.0;9.0;80.0;20.2;65.2;108.5;86.2;22.3;;;;;;;;;;;
20232024;NBBL;NBBL B;SEASON;RheinStars Köln;20232024_NBBL_NBBL B_SEASON_RheinStars Köln;10;2025;820;244;140;384;175;86;26;150;189;871;202.5;82;24.4;14;38;17.5;9;3;15.0;19;87;204;419;48.7;86;273;31.5;290;692;41.9;154;222;69.4;70.9;33.7;14.4;7.7;3.1;48.3;25.9;40.1;63.5;9.0;76.7;18.2;60.1;105.6;91.3;14.3;;;;;;;;;;;
20232024;NBBL;NBBL B;SEASON;Rostock Seawolves;20232024_NBBL_NBBL B_SEASON_Rostock Seawolves;17;3425;1366;449;215;664;237;129;41;321;355;1225;201.5;80;26.4;13;39;13.9;8;2;18.9;21;72;322;671;48.0;169;581;29.1;491;1252;39.2;215;345;62.3;83.4;40.6;16.6;10.6;3.5;50.1;28.2;41.0;61.1;8.0;84.2;13.4;42.1;94.7;98.3;-3.5;;;;;;;;;;;
20232024;NBBL;NBBL B;SEASON;Sartorius Juniors;20232024_NBBL_NBBL B_SEASON_Sartorius Juniors;14;2825;1224;342;200;542;242;151;39;256;286;1286;201.8;87;24.4;14;39;17.3;11;3;18.3;20;92;301;567;53.1;126;408;30.9;427;975;43.8;244;352;69.3;72.5;31.1;12.6;10.1;2.6;52.2;23.5;41.7;67.6;11.0;80.0;18.6;62.6;108.4;89.9;18.5;;;;;;;;;;;
20232024;NBBL;NBBL B;SEASON;SG Junior Löwen Braunschweig;20232024_NBBL_NBBL B_SEASON_SG Junior Löwen Braunschweig;16;3225;1204;389;186;575;204;159;58;308;294;1157;201.6;75;24.3;12;36;12.8;10;4;19.3;18;72;366;724;50.6;104;382;27.2;470;1106;42.5;160;259;61.8;79.2;38.4;15.4;10.8;3.8;50.6;27.8;43.0;62.2;8.0;80.6;13.9;45.4;92.6;97.4;-4.8;;;;;;;;;;;
20232024;NBBL;NBBL B;SEASON;Team Bonn/Rhöndorf;20232024_NBBL_NBBL B_SEASON_Team Bonn/Rhöndorf;13;2600;1122;334;177;511;171;137;38;243;298;1125;200.0;86;25.7;14;39;13.2;11;3;18.7;23;87;303;555;54.6;91;346;26.3;394;901;43.7;243;347;70.0;71.7;29.8;11.9;7.0;2.5;47.4;25.0;39.9;66.0;8.0;82.2;16.8;64.6;105.0;87.3;17.8;;;;;;;;;;;
20232024;NBBL;NBBL B;SEASON;Team Südhessen;20232024_NBBL_NBBL B_SEASON_Team Südhessen;18;3625;1373;410;182;592;242;222;52;339;382;1294;201.4;76;22.8;10;33;13.4;12;3;18.8;21;72;431;881;48.9;102;367;27.8;533;1248;42.7;205;338;60.7;77.7;38.6;15.2;9.2;3.1;52.1;28.8;43.1;64.7;8.0;82.5;13.8;46.1;91.9;93.5;-1.7;;;;;;;;;;;
20232024;NBBL;NBBL B;SEASON;TG Hanau;20232024_NBBL_NBBL B_SEASON_TG Hanau;18;3600;1272;432;219;651;212;152;46;329;345;1123;200.0;71;24.0;12;36;11.8;8;3;18.3;19;62;372;817;45.5;99;382;25.9;471;1199;39.3;231;384;60.2;80.3;39.2;12.2;10.1;3.3;51.1;28.9;42.9;59.9;6.0;79.5;12.3;40.5;88.9;101.1;-12.2;;;;;;;;;;;
20232024;NBBL;NBBL B;SEASON;Tornados Franken;20232024_NBBL_NBBL B_SEASON_Tornados Franken;16;3225;1331;383;224;607;285;191;39;309;295;1371;201.6;83;23.9;14;38;17.8;12;2;19.3;18;86;362;676;53.6;130;460;28.3;492;1136;43.3;217;346;62.7;76.8;36.2;14.1;8.4;2.8;51.2;27.5;42.4;64.9;11.0;82.3;16.9;56.1;100.3;92.6;7.8;;;;;;;;;;;
20232024;NBBL;NBBL B;SEASON;TS Jahn München;20232024_NBBL_NBBL B_SEASON_TS Jahn München;18;3625;1260;443;216;659;276;214;52;331;303;1256;201.4;70;24.6;12;37;15.3;12;3;18.4;17;70;320;701;45.6;136;505;26.9;456;1206;37.8;212;336;63.1;72.3;39.4;15.4;10.6;3.7;49.2;26.7;40.1;64.4;8.0;78.2;14.1;47.9;88.8;91.8;-3.0;;;;;;;;;;;
20232024;NBBL;NBBL B;SEASON;USC Heidelberg;20232024_NBBL_NBBL B_SEASON_USC Heidelberg;17;3425;1370;429;225;654;237;197;42;334;345;1297;201.5;81;25.2;13;38;13.9;12;2;19.6;20;76;365;745;49.0;135;478;28.2;500;1223;40.9;235;381;61.7;78.5;40.4;16.3;11.8;2.8;50.5;27.2;42.7;60.9;6.0;85.2;14.3;48.1;93.9;91.5;2.4;;;;;;;;;;;
20232024;NBBL;NBBL B;SEASON;VfL Kirchheim Knights;20232024_NBBL_NBBL B_SEASON_VfL Kirchheim Knights;14;2800;1029;342;176;518;245;111;38;246;261;1052;200.0;74;24.4;13;37;17.5;8;3;17.6;19;75;283;579;48.9;110;374;29.4;393;953;41.2;133;216;61.6;73.1;34.9;16.0;10.1;3.6;47.8;29.5;41.1;63.3;7.0;76.3;15.2;48.6;96.4;95.8;0.6;;;;;;;;;;;
20232024;NBBL;NBBL B;SEASON;Würzburg Baskets Akademie;20232024_NBBL_NBBL B_SEASON_Würzburg Baskets Akademie;16;3200;1363;458;201;659;264;122;53;343;288;1437;200.0;85;28.6;13;41;16.5;8;3;21.4;18;90;397;746;53.2;99;301;32.9;496;1047;47.4;272;402;67.7;80.1;33.8;15.1;12.8;3.1;49.5;25.9;40.8;64.3;12.0;83.2;16.7;57.3;102.4;96.3;6.2;;;;;;;;;;;
